entry_year,status,course_name,normalized_course_name,baseline_grade,baseline_semester,baseline_course_code,baseline_completion_type,baseline_credits,flowchart_grade,flowchart_semester,flowchart_course_name,reason
2022,MATCH,약학실험4,약학실험4,3,2,ADB041,전필,2,3,2,약학실험4,same_name_same_position
2022,MATCH,의약품기기분석학2,의약품기기분석학2,3,2,ADB040,전필,2,3,2,의약품기기분석학2,same_name_same_position
2022,MATCH,의약품합성학2,의약품합성학2,3,2,ADB038,전필,2,3,2,의약품합성학2,same_name_same_position
2022,MATCH,임상면역학,임상면역학,3,2,ADB035,전선,1,3,2,임상면역학,same_name_same_position
2022,MATCH,제제과학2,제제과학2,3,2,ADB037,전필,3,3,2,제제과학2,same_name_same_position
2022,MATCH,AI 의료약학빅데이터,AI의료약학빅데이터,4,1,ADB053,전선,2,4,1,AI 의료약학빅데이터,same_name_same_position
2022,MATCH,감염질환을 위한 항생물질학,감염질환을위한항생물질학,4,1,ADB045,전필,2,4,1,감염질환을 위한 항생물질학,same_name_same_position
2022,MATCH,건강기능식품학,건강기능식품학,4,1,ADA182,전선,2,4,1,건강기능식품학,same_name_same_position
2022,MATCH,나노약학,나노약학,4,1,ADB054,전선,2,4,1,나노약학,same_name_same_position
2022,MATCH,무기방사성 의약품학,무기방사성의약품학,4,1,ADB052,전선,2,4,1,무기방사성 의약품학,same_name_same_position
2022,MATCH,약용식물학,약용식물학,4,1,ADB049,전선,2,4,1,약용식물학,same_name_same_position
2022,MATCH,예방약학1,예방약학1,4,1,ADB044,전필,3,4,1,예방약학1,same_name_same_position
2022,MATCH,의약화학1,의약화학1,4,1,ADB047,전선,2,4,1,의약화학1,same_name_same_position
2022,MATCH,임상미생물학,임상미생물학,4,1,ADB046,전선,2,4,1,임상미생물학,same_name_same_position
2022,MATCH,제제과학 실험,제제과학실험,4,1,ADB051,전필,2,4,1,제제과학 실험,same_name_same_position
2022,MATCH,천연물의약품학,천연물의약품학,4,1,ADB048,전선,2,4,1,천연물의약품학,same_name_same_position
2022,MATCH,감염성 질환 약물치료학,감염성질환약물치료학,4,2,ADB069,전필,2,4,2,감염성 질환 약물치료학,same_name_same_position
