academic_year,grade,semester,course_name,course_code,completion_type,credits,generation_evidence,generation_evidence_reason,in_4year_flowchart,in_6year_flowchart,grade_1_2_rule,direct_4year_evidence,direct_6year_evidence,pdf_position_group_size,partner_codes,lineage_candidate,lineage_pair_status,lineage_reason,previous_year,previous_generation,next_year,next_generation,change_group,change_type,change_role,change_effective_year,change_note,previous_credits,previous_completion_type,previous_grade,previous_semester,attribute_change_effective_year,attribute_change_note,relation_as_old,relation_as_new,relation_types,relation_counterpart_codes,relation_counterpart_names,relation_designation_years,relation_source_years,relation_needs_review,partner_relation_found,partner_relation_types,partner_relation_counterparts,partner_relation_designation_years,partner_relation_source_years,evidence_flags,review_priority
2023,3,1,해부생리학,ADA022,전선,3,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,2,감염성미생물학,ADB034,전필,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,2,물리약학 2,ADA041,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,2,생약학2,ADB036,전필,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,2,약물학2,ADB033,전필,3,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,2,약품분석화학 2,ADA074,전필,1,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,2,약품생화학 2,ADA012,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,2,약학실험 2,ADA195,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,2,equivalent,ADA163;ADA164,약학실습 2 - 물리약학;약학실습 2 - 약품화학,2017,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2023,3,2,약학실험4,ADB041,전필,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,2,의약품기기분석학2,ADB040,전필,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,2,의약품합성학,ADA198,전필,3,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,2,equivalent;substitute,ADA083,유기약품합성화학,2017;2018,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2023,3,2,의약품합성학2,ADB038,전필,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,2,제제과학2,ADB037,전필,3,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,2,바이러스학,ADA189,전선,3,unresolved,no_direct_flowchart_evidence,no,no,no,no,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,no_direct_generation,medium
2023,3,2,병태생리학,ADA006,전선,4,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,2,신경생리학,ADA092,전선,1,unresolved,no_direct_flowchart_evidence,no,no,no,no,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,no_direct_generation,medium
2023,3,2,약사 커뮤니케이션,ADB039,전선,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,2,약품기기분석학,ADA196,전선,3,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,1,equivalent,ADA175,기기분석,2017,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2023,3,2,의약분자생물학,ADA181,전선,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,1,equivalent,ADA106,약품분자세포생물학,2017,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2023,3,2,의약품설계학,ADA197,전선,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,2,임상면역학,ADB035,전선,1,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,2,자원생약학,ADA228,전선,3,unresolved,no_direct_flowchart_evidence,no,no,no,no,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,no_direct_generation,medium
2023,4,1,감염질환을 위한 항생물질학,ADB045,전필,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,4,1,보건사회약학,ADA193,전필,3,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,1,equivalent,ADA117,사회약학,2017,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2023,4,1,생약학 1,ADA065,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,4,1,약물학 1,ADA030,전필,4,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,4,1,약품 미생물학,ADA104,전필,3,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,4,1,약학실험 3,ADA184,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,2,equivalent,ADA165;ADA166,약학실습 3 - 약물학;약학실습 3 - 약품미생물학,2017,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2023,4,1,예방약학1,ADB044,전필,3,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,4,1,의약화학 1,ADA102,전필,2,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADB047,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2023,4,1,제제과학 1,ADA186,전필,3,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,1,equivalent,ADA112,제제학,2017,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2023,4,1,제제과학 실험,ADB051,전필,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,4,1,AI 의료약학빅데이터,ADB053,전선,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,4,1,건강기능식품학,ADB050,전선,2,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADA182,unresolved,one_sided_candidate,no_adjacent_year_direct_generation_evidence,,,2025,six_year,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position;lineage_pair_one_sided_candidate,high
2023,4,1,건강기능식품학,ADA182,전선,2,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADB050,six_year,one_sided_candidate,adjacent_year_same_code_has_six_year_direct_evidence,,,2024,six_year,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position;lineage_six_year;lineage_pair_one_sided_candidate,high
2023,4,1,나노약학,ADA229,전선,2,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADB054,unresolved,one_sided_candidate,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position;lineage_pair_one_sided_candidate,high
2023,4,1,나노약학,ADB054,전선,2,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADA229,six_year,one_sided_candidate,adjacent_year_same_code_has_six_year_direct_evidence,2022,six_year,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position;lineage_six_year;lineage_pair_one_sided_candidate,high
2023,4,1,내분비계 및 류마티스 질환 약물치료,ADB063,전선,2,unresolved,no_direct_flowchart_evidence,no,no,no,no,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,no_direct_generation,medium
2023,4,1,무기방사성 의약품학,ADB052,전선,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,4,1,약물유전체학,ADA063,전선,3,unresolved,no_direct_flowchart_evidence,no,no,no,no,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,no_direct_generation,medium
2023,4,1,약용식물학,ADB049,전선,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,4,1,의약화학1,ADB047,전선,2,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADA102,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,2025,six_year,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2023,4,1,임상미생물학,ADB046,전선,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,4,1,천연물의약품학,ADB048,전선,2,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADA122,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,2025,six_year,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2023,4,1,천연물의약품학,ADA122,전선,2,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADB048,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2023,4,1,향장품학,ADB043,전선,2,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADA120,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2023,4,1,향장품학,ADA120,전선,2,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADB043,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2023,4,2,감염미생물학,ADA208,전필,2,unresolved,no_direct_flowchart_evidence,no,no,no,no,no,1,,,,,,,,,,,,,,,,,,,,0,2,equivalent;substitute,ADA105,감염성 미생물학,2019,2023,no,no,,,,,no_direct_generation;official_course_relation,high
2023,4,2,감염성 질환 약물치료학,ADB069,전필,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,4,2,보건의약관계법규,ADB064,전필,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,4,2,생약학 2,ADA055,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,4,2,약물학 2,ADA001,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,4,2,약학실험 4,ADA192,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,1,equivalent,ADA094,약학실습4,2017,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2023,4,2,약학실험5,ADB067,전필,1,unresolved,no_direct_flowchart_evidence,no,no,no,no,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,no_direct_generation,medium
2023,4,2,예방약학2,ADB055,전필,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,4,2,의약화학 2,ADA103,전필,2,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADB059,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2023,4,2,제제과학 2,ADA187,전필,3,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,1,equivalent,ADA010,제제공학,2017,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2023,4,2,바이오의약품 분석,ADB060,전선,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,4,2,바이오의약품학,ADB056,전선,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,4,2,법과학,ADA230,전선,2,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADB061,unresolved,one_sided_candidate,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position;lineage_pair_one_sided_candidate,high
2023,4,2,법과학,ADB061,전선,2,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADA230,six_year,one_sided_candidate,adjacent_year_same_code_has_six_year_direct_evidence,2022,six_year,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position;lineage_six_year;lineage_pair_one_sided_candidate,high
2023,4,2,생물약제학,ADB057,전선,2,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADA033,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,2025,six_year,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2023,4,2,생물약제학,ADA033,전선,2,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADB057,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2023,4,2,심혈관계 질환 약물치료학,ADA136,전선,3,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,4,2,약물동태학,ADA086,전선,2,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADB058,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2023,4,2,약물동태학,ADB058,전선,3,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADA086,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,2025,six_year,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2023,4,2,약사윤리,ADB065,전선,1,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,4,2,의약정보학과 커뮤니케이션,ADA204,전선,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,2,equivalent;substitute,ADA142,의약정보학,2018,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2023,4,2,의약품설계학,ADB066,전선,3,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,4,2,의약화학2,ADB059,전선,2,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADA103,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,2022,both,2025,six_year,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2023,4,2,임상생화학,ADA183,전선,1,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,4,2,임상약학 해설,ADA137,전선,1,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,4,2,호흡기계 및 소화기계 질환 약물치료학,ADB071,전선,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,5,1,감염질환을 위한 항생물질학,ADA209,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,2,equivalent;substitute,ADA073,항생물질학,2019,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2023,5,1,신경정신계 및 신장 질환 약물치료학,ADB062,전필,3,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,5,1,의료기관약국 예비실무실습,ADA217,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,2,equivalent;substitute,ADA133,병원약학,2020,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2023,5,1,의약정보학과 경제성평가,ADB073,전필,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,5,1,의약품 경제성평가,ADA206,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,5,1,제제과학실습,ADA200,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,1,equivalent,ADA172,제제공학 실습,2017,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2023,5,1,지역약국 예비실무실습,ADA115,전필,2,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADB075,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,2025,six_year,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2023,5,1,지역약국 예비실무실습,ADB075,전필,2,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADA115,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2023,5,1,항암약물요법,ADB070,전필,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,5,1,항암약물요법 및 일반의약품약물요법,ADA202,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,2,equivalent;substitute,ADA180,일반의약품 약물요법,2018,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2023,5,1,독성학,ADB068,전선,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,5,1,방제학,ADB078,전선,3,unresolved,no_direct_flowchart_evidence,no,no,no,no,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,no_direct_generation,medium
2023,5,1,신경정신계질환 및 신장질환 약물치료학,ADA144,전선,3,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,5,1,약물신호전달학,ADB079,전선,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,5,1,약업경영학,ADB074,전선,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,5,1,예방약학 1,ADA132,전선,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,5,1,의약품제조관리학,ADA171,전선,3,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADB072,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,2025,six_year,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2023,5,1,의약품제조관리학,ADB072,전선,3,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADA171,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2023,5,1,임상미생물학,ADA211,전선,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,4,equivalent;substitute,ADA185;ADA207,병원미생물학;응용미생물학,2020,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2023,5,1,임상약물동태학,ADA150,전선,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,5,1,호흡기계 및 소화기계 질환 약물치료학,ADA145,전선,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,5,2,감염성 질환 약물치료학,ADA147,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,5,2,내분비계 및 류마티스 질환 약물치료학,ADA148,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,5,2,보건의약관계법규,ADA194,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,1,equivalent,ADA025,약사법규,2017,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2023,5,2,약무행정실무필수실습,ADB087,전필,1,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADA174,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2023,5,2,약무행정실무필수실습,ADA174,전필,1,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADB087,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,2025,six_year,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2023,5,2,의료기관약국예비실습,ADB086,전필,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,5,2,임상면역학,ADA190,전필,3,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,5,2,임상약학 해설,ADB083,전필,1,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,5,2,한약제제학,ADA140,전필,2,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADB080,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,2025,six_year,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2023,5,2,한약제제학,ADB080,전필,2,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADA140,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2023,5,2,독성학,ADA045,전선,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,5,2,동물용의약품학,ADA121,전선,1,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADB089,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2023,5,2,동물용의약품학,ADB089,전선,2,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADA121,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2023,5,2,바이오의약품학,ADA225,전선,2,unresolved,no_direct_flowchart_evidence,no,no,no,no,no,1,,,,,,,,,,,,,,,,,,,,0,1,equivalent,ADA107,생물의약품학,2021,2023,no,no,,,,,no_direct_generation;official_course_relation,high
2023,5,2,신약개발임상시험,ADA191,전선,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
